x,y,r,g,b,a,genderX,districtX,ageX,random
482,327,0,85,87,255,0,170.66666666666666,174.68235294117648,389
9,263,255,85,105,255,512,170.66666666666666,210.8235294117647,394
179,62,0,0,153,255,0,0.0,307.2,3
269,303,0,170,54,255,0,341.3333333333333,108.4235294117647,279
273,21,255,170,237,255,512,341.3333333333333,475.8588235294118,369
168,509,0,0,90,255,0,0.0,180.7058823529412,316
94,392,0,170,129,255,0,341.3333333333333,259.01176470588234,57
118,239,255,170,249,255,512,341.3333333333333,499.9529411764706,385
271,335,255,255,99,255,512,512.0,198.7764705882353,211
8,146,255,85,9,255,512,170.66666666666666,18.070588235294117,290
110,311,0,255,168,255,0,512.0,337.3176470588235,210
306,220,0,0,150,255,0,0.0,301.1764705882353,415
336,51,0,85,15,255,0,170.66666666666666,30.11764705882353,339
441,247,255,255,51,255,512,512.0,102.4,224
498,342,0,255,69,255,0,512.0,138.54117647058823,35
53,191,0,0,228,255,0,0.0,457.78823529411767,189
242,237,255,85,57,255,512,170.66666666666666,114.44705882352942,468
179,470,255,255,63,255,512,512.0,126.49411764705883,304
154,85,255,255,159,255,512,512.0,319.2470588235294,130
323,158,0,255,249,255,0,512.0,499.9529411764706,458
293,358,255,85,0,255,512,170.66666666666666,0.0,0
386,391,255,85,75,255,512,170.66666666666666,150.58823529411765,239
14,159,255,170,6,255,512,341.3333333333333,12.047058823529412,504
495,57,255,85,36,255,512,170.66666666666666,72.28235294117647,176
145,339,255,255,162,255,512,512.0,325.2705882352941,376
281,292,255,170,126,255,512,341.3333333333333,252.98823529411766,388
356,481,255,0,99,255,512,0.0,198.7764705882353,417
338,44,0,255,78,255,0,512.0,156.61176470588236,180
447,421,255,255,111,255,512,512.0,222.87058823529412,464
237,154,255,0,114,255,512,0.0,228.89411764705883,405
159,163,255,170,87,255,512,341.3333333333333,174.68235294117648,86
412,413,255,85,246,255,512,170.66666666666666,493.9294117647059,201
86,274,255,85,90,255,512,170.66666666666666,180.7058823529412,13
10,344,0,85,171,255,0,170.66666666666666,343.3411764705882,255
142,50,0,255,174,255,0,512.0,349.36470588235295,49
197,315,0,170,111,255,0,341.3333333333333,222.87058823529412,435
178,401,255,85,105,255,512,170.66666666666666,210.8235294117647,509
417,251,255,170,213,255,512,341.3333333333333,427.67058823529413,418
94,202,0,85,126,255,0,170.66666666666666,252.98823529411766,358
62,249,0,255,18,255,0,512.0,36.141176470588235,353
470,444,255,85,18,255,512,170.66666666666666,36.141176470588235,307
388,216,0,255,84,255,0,512.0,168.65882352941176,60
252,42,0,0,135,255,0,0.0,271.05882352941177,205
254,102,255,0,21,255,512,0.0,42.16470588235294,369
116,246,0,255,0,255,0,512.0,0.0,365
285,250,0,85,66,255,0,170.66666666666666,132.51764705882354,214
49,46,255,170,123,255,512,341.3333333333333,246.96470588235294,418
148,131,0,85,147,255,0,170.66666666666666,295.15294117647056,396
267,303,0,255,180,255,0,512.0,361.4117647058824,469
472,91,255,85,33,255,512,170.66666666666666,66.25882352941177,413
141,406,0,255,45,255,0,512.0,90.3529411764706,222
442,360,0,0,141,255,0,0.0,283.1058823529412,131
55,333,0,0,243,255,0,0.0,487.90588235294115,412
336,64,0,0,225,255,0,0.0,451.7647058823529,164
312,478,255,85,57,255,512,170.66666666666666,114.44705882352942,42
6,179,0,170,39,255,0,341.3333333333333,78.30588235294118,15
402,391,0,85,246,255,0,170.66666666666666,493.9294117647059,122
441,349,0,170,150,255,0,341.3333333333333,301.1764705882353,179
215,484,255,170,147,255,512,341.3333333333333,295.15294117647056,297
477,91,255,0,33,255,512,0.0,66.25882352941177,0
492,162,255,170,48,255,512,341.3333333333333,96.37647058823529,486
234,55,255,85,153,255,512,170.66666666666666,307.2,415
123,120,255,0,189,255,512,0.0,379.4823529411765,416
22,288,255,85,111,255,512,170.66666666666666,222.87058823529412,437
141,132,0,170,162,255,0,341.3333333333333,325.2705882352941,55
488,506,255,255,183,255,512,512.0,367.43529411764706,307
161,129,255,0,180,255,512,0.0,361.4117647058824,30
434,380,0,255,84,255,0,512.0,168.65882352941176,18
382,456,255,85,129,255,512,170.66666666666666,259.01176470588234,220
210,445,0,0,27,255,0,0.0,54.21176470588235,1
13,363,0,255,144,255,0,512.0,289.1294117647059,496
433,312,0,255,102,255,0,512.0,204.8,439
302,475,0,85,147,255,0,170.66666666666666,295.15294117647056,82
452,33,0,85,75,255,0,170.66666666666666,150.58823529411765,430
431,440,255,255,168,255,512,512.0,337.3176470588235,152
212,83,0,0,237,255,0,0.0,475.8588235294118,133
144,340,255,85,231,255,512,170.66666666666666,463.81176470588235,413
186,360,255,170,135,255,512,341.3333333333333,271.05882352941177,86
257,476,0,170,153,255,0,341.3333333333333,307.2,149
29,442,0,85,252,255,0,170.66666666666666,505.9764705882353,315
169,263,255,255,84,255,512,512.0,168.65882352941176,10
244,176,0,255,24,255,0,512.0,48.188235294117646,284
449,116,255,85,54,255,512,170.66666666666666,108.4235294117647,355
178,36,255,85,12,255,512,170.66666666666666,24.094117647058823,40
112,410,255,255,12,255,512,512.0,24.094117647058823,354
440,57,255,170,159,255,512,341.3333333333333,319.2470588235294,293
437,450,255,255,171,255,512,512.0,343.3411764705882,378
197,417,255,0,213,255,512,0.0,427.67058823529413,489
72,29,255,170,228,255,512,341.3333333333333,457.78823529411767,454
193,486,0,255,126,255,0,512.0,252.98823529411766,157
134,137,0,85,132,255,0,170.66666666666666,265.0352941176471,373
185,61,0,170,213,255,0,341.3333333333333,427.67058823529413,138
458,401,0,0,168,255,0,0.0,337.3176470588235,335
321,364,255,255,123,255,512,512.0,246.96470588235294,114
242,149,0,0,189,255,0,0.0,379.4823529411765,330
114,462,0,0,174,255,0,0.0,349.36470588235295,419
379,97,255,255,108,255,512,512.0,216.8470588235294,201
12,81,0,255,156,255,0,512.0,313.22352941176473,85
423,39,0,170,15,255,0,341.3333333333333,30.11764705882353,18
495,250,0,85,243,255,0,170.66666666666666,487.90588235294115,257
161,349,0,170,210,255,0,341.3333333333333,421.6470588235294,317
345,52,0,0,93,255,0,0.0,186.72941176470587,12
187,279,255,0,174,255,512,0.0,349.36470588235295,26
266,86,0,255,0,255,0,512.0,0.0,176
10,210,0,0,120,255,0,0.0,240.94117647058823,121
349,303,255,255,252,255,512,512.0,505.9764705882353,506
398,328,255,85,252,255,512,170.66666666666666,505.9764705882353,85
346,6,0,85,153,255,0,170.66666666666666,307.2,240
342,179,0,170,159,255,0,341.3333333333333,319.2470588235294,478
136,362,0,85,12,255,0,170.66666666666666,24.094117647058823,204
108,377,255,0,183,255,512,0.0,367.43529411764706,413
231,465,255,170,159,255,512,341.3333333333333,319.2470588235294,377
170,496,0,170,222,255,0,341.3333333333333,445.74117647058824,24
10,17,255,85,132,255,512,170.66666666666666,265.0352941176471,299
339,403,0,85,102,255,0,170.66666666666666,204.8,271
396,476,0,170,96,255,0,341.3333333333333,192.75294117647059,302
421,412,255,85,36,255,512,170.66666666666666,72.28235294117647,299
54,125,255,0,99,255,512,0.0,198.7764705882353,383
69,99,0,255,90,255,0,512.0,180.7058823529412,421
250,253,0,170,141,255,0,341.3333333333333,283.1058823529412,0
440,274,255,0,63,255,512,0.0,126.49411764705883,290
208,58,0,85,213,255,0,170.66666666666666,427.67058823529413,123
67,24,0,170,234,255,0,341.3333333333333,469.83529411764704,119
291,49,255,85,210,255,512,170.66666666666666,421.6470588235294,449
337,271,0,0,249,255,0,0.0,499.9529411764706,172
146,426,0,170,165,255,0,341.3333333333333,331.29411764705884,274
197,244,0,0,162,255,0,0.0,325.2705882352941,178
151,498,0,170,255,255,0,341.3333333333333,512.0,166
353,324,0,170,141,255,0,341.3333333333333,283.1058823529412,493
133,69,0,85,87,255,0,170.66666666666666,174.68235294117648,110
133,429,255,170,60,255,512,341.3333333333333,120.47058823529412,439
71,353,0,0,219,255,0,0.0,439.7176470588235,105
340,96,255,85,123,255,512,170.66666666666666,246.96470588235294,128
137,5,255,0,237,255,512,0.0,475.8588235294118,231
436,354,255,85,237,255,512,170.66666666666666,475.8588235294118,147
500,255,0,255,195,255,0,512.0,391.52941176470586,15
446,21,0,0,63,255,0,0.0,126.49411764705883,290
502,168,255,0,210,255,512,0.0,421.6470588235294,324
339,378,255,0,138,255,512,0.0,277.08235294117645,460
210,236,0,170,246,255,0,341.3333333333333,493.9294117647059,75
362,291,0,0,33,255,0,0.0,66.25882352941177,117
9,234,255,170,33,255,512,341.3333333333333,66.25882352941177,245
450,376,255,170,252,255,512,341.3333333333333,505.9764705882353,370
132,259,0,85,255,255,0,170.66666666666666,512.0,298
353,311,255,170,102,255,512,341.3333333333333,204.8,38
464,48,255,255,228,255,512,512.0,457.78823529411767,439
172,191,0,85,180,255,0,170.66666666666666,361.4117647058824,474
227,143,0,170,249,255,0,341.3333333333333,499.9529411764706,83
251,431,255,0,66,255,512,0.0,132.51764705882354,459
64,16,255,85,186,255,512,170.66666666666666,373.45882352941175,353
144,146,0,170,78,255,0,341.3333333333333,156.61176470588236,300
266,65,255,0,123,255,512,0.0,246.96470588235294,270
166,72,0,255,69,255,0,512.0,138.54117647058823,192
161,261,0,0,18,255,0,0.0,36.141176470588235,66
394,409,255,170,90,255,512,341.3333333333333,180.7058823529412,197
500,76,0,170,12,255,0,341.3333333333333,24.094117647058823,179
329,302,0,0,84,255,0,0.0,168.65882352941176,119
131,208,255,170,102,255,512,341.3333333333333,204.8,303
411,358,0,85,102,255,0,170.66666666666666,204.8,109
266,435,255,170,249,255,512,341.3333333333333,499.9529411764706,195
304,449,0,255,141,255,0,512.0,283.1058823529412,304
115,17,0,85,162,255,0,170.66666666666666,325.2705882352941,116
373,171,0,170,252,255,0,341.3333333333333,505.9764705882353,61
254,255,0,255,219,255,0,512.0,439.7176470588235,137
452,415,255,0,42,255,512,0.0,84.32941176470588,162
165,270,255,170,201,255,512,341.3333333333333,403.5764705882353,338
211,348,255,170,102,255,512,341.3333333333333,204.8,78
140,117,0,0,150,255,0,0.0,301.1764705882353,43
498,230,255,85,120,255,512,170.66666666666666,240.94117647058823,363
430,16,255,85,45,255,512,170.66666666666666,90.3529411764706,13
396,480,0,85,207,255,0,170.66666666666666,415.6235294117647,320
311,96,0,255,39,255,0,512.0,78.30588235294118,13
72,75,0,0,78,255,0,0.0,156.61176470588236,30
133,446,0,85,39,255,0,170.66666666666666,78.30588235294118,423
144,255,255,85,255,255,512,170.66666666666666,512.0,116
267,248,0,0,228,255,0,0.0,457.78823529411767,84
68,422,255,0,135,255,512,0.0,271.05882352941177,103
179,61,255,85,138,255,512,170.66666666666666,277.08235294117645,214
329,306,255,255,48,255,512,512.0,96.37647058823529,385
144,132,255,0,162,255,512,0.0,325.2705882352941,123
183,61,255,0,69,255,512,0.0,138.54117647058823,265
348,164,255,85,81,255,512,170.66666666666666,162.63529411764705,465
325,396,255,255,24,255,512,512.0,48.188235294117646,412
126,227,0,170,120,255,0,341.3333333333333,240.94117647058823,135
188,361,0,85,90,255,0,170.66666666666666,180.7058823529412,104
327,338,0,85,165,255,0,170.66666666666666,331.29411764705884,305
278,10,0,170,219,255,0,341.3333333333333,439.7176470588235,449
112,35,0,170,222,255,0,341.3333333333333,445.74117647058824,432
61,437,255,0,99,255,512,0.0,198.7764705882353,249
283,502,0,255,102,255,0,512.0,204.8,192
224,458,255,0,12,255,512,0.0,24.094117647058823,286
381,457,255,0,216,255,512,0.0,433.6941176470588,119
48,490,0,255,222,255,0,512.0,445.74117647058824,239
71,477,0,255,252,255,0,512.0,505.9764705882353,334
439,213,0,255,75,255,0,512.0,150.58823529411765,397
362,189,255,255,93,255,512,512.0,186.72941176470587,500
420,54,0,85,15,255,0,170.66666666666666,30.11764705882353,131
196,163,0,170,255,255,0,341.3333333333333,512.0,495
3,176,255,170,123,255,512,341.3333333333333,246.96470588235294,135
243,39,0,0,246,255,0,0.0,493.9294117647059,445
78,134,0,0,216,255,0,0.0,433.6941176470588,403
499,229,0,85,180,255,0,170.66666666666666,361.4117647058824,501
453,328,255,170,24,255,512,341.3333333333333,48.188235294117646,120
299,31,255,0,0,255,512,0.0,0.0,371
194,408,0,170,42,255,0,341.3333333333333,84.32941176470588,463
415,239,255,0,210,255,512,0.0,421.6470588235294,129
95,335,0,85,198,255,0,170.66666666666666,397.5529411764706,417
285,376,255,0,207,255,512,0.0,415.6235294117647,25
391,174,0,0,243,255,0,0.0,487.90588235294115,460
490,207,0,0,228,255,0,0.0,457.78823529411767,220
499,419,0,170,168,255,0,341.3333333333333,337.3176470588235,136
416,421,0,170,213,255,0,341.3333333333333,427.67058823529413,312
367,42,0,0,150,255,0,0.0,301.1764705882353,386
32,250,0,85,216,255,0,170.66666666666666,433.6941176470588,452
114,244,0,170,66,255,0,341.3333333333333,132.51764705882354,446
464,288,0,170,108,255,0,341.3333333333333,216.8470588235294,28
351,105,255,85,231,255,512,170.66666666666666,463.81176470588235,412
271,449,0,170,21,255,0,341.3333333333333,42.16470588235294,189
285,65,0,170,3,255,0,341.3333333333333,6.023529411764706,385
78,498,0,0,90,255,0,0.0,180.7058823529412,489
240,496,255,0,21,255,512,0.0,42.16470588235294,318
461,145,0,255,117,255,0,512.0,234.91764705882352,135
326,277,255,85,162,255,512,170.66666666666666,325.2705882352941,66
373,356,255,170,219,255,512,341.3333333333333,439.7176470588235,252
420,184,255,255,84,255,512,512.0,168.65882352941176,10
96,169,255,0,6,255,512,0.0,12.047058823529412,422
